,ref,name,publisher,year,score
530,http://cpcgamereviews.com/e/index.html#elf,Elf,Defecto Digital,2016,8
531,http://cpcgamereviews.com/e/index.html#elidon,Elidon,Orpheus,1985,4
532,http://cpcgamereviews.com/e/index2.html#eliminator,Eliminator,Hewson,1988,7
533,http://cpcgamereviews.com/e/index2.html#elite,Elite,Firebird,1986,10
534,http://cpcgamereviews.com/e/index2.html#elven_warrior,Elven Warrior,Players,1989,5
535,http://cpcgamereviews.com/e/index2.html#emerald_isle,Emerald Isle,Level 9,1985,8
536,http://cpcgamereviews.com/e/index2.html#emilio_butragueno_futbol,Emilio Butrague&ntilde;o &iexcl;F&uacute;tbol!,Topo Soft/Ocean,1988,7
537,http://cpcgamereviews.com/e/index2.html#emlyn_hughes_arcade_quiz,Emlyn Hughes Arcade Quiz,Audiogenic Software,1990,6
538,http://cpcgamereviews.com/e/index2.html#e-motion,E-Motion,US Gold,1990,7
539,http://cpcgamereviews.com/e/index2.html#empire_firebird,Empire!,Firebird,1986,8
540,http://cpcgamereviews.com/e/index2.html#the_empire_strikes_back,The Empire Strikes Back,Domark,1988,8
541,http://cpcgamereviews.com/e/index2.html#empty_tummy,Empty Tummy,First Byte,1988,7
542,http://cpcgamereviews.com/e/index3.html#enchanted,Enchanted,Positive,1989,3
543,http://cpcgamereviews.com/e/index3.html#enchanter,Enchanter,Infocom,1986,8
544,http://cpcgamereviews.com/e/index3.html#enduro_racer,Enduro Racer,Activision,1987,4
545,http://cpcgamereviews.com/e/index3.html#endzone,Endzone,Alternative Software,1988,3
546,http://cpcgamereviews.com/e/index3.html#energy_warrior,Energy Warrior,Mastertronic,1987,4
547,http://cpcgamereviews.com/e/index3.html#the_enforcer,The Enforcer,Trojan,1990,7
548,http://cpcgamereviews.com/e/index3.html#enlightenment_druid_2,Enlightenment: Druid II,Firebird,1988,7
549,http://cpcgamereviews.com/e/index3.html#epimetheus+,Epimetheus+,CNGSoft,2019,9
550,http://cpcgamereviews.com/e/index3.html#equinox,Equinox,Mikro-Gen,1986,9
551,http://cpcgamereviews.com/e/index3.html#erbert,Er*Bert,Microbyte,1984,1
552,http://cpcgamereviews.com/e/index4.html#escape_from_singes_castle,Escape from Singe's Castle,Software Projects,1987,7
553,http://cpcgamereviews.com/e/index4.html#escape_from_the_planet_of_the_robot_monsters,Escape from the Planet of the Robot Monsters,Domark,1990,8
554,http://cpcgamereviews.com/e/index4.html#la_espada_sagrada,La Espada Sagrada,Topo Soft,1990,8
555,http://cpcgamereviews.com/e/index4.html#eswat,ESWAT,US Gold,1990,5
556,http://cpcgamereviews.com/e/index4.html#the_eternal_light_2,The Eternal Light 2,MORRISoft,2014,6
557,http://cpcgamereviews.com/e/index4.html#european_soccer_challenge,European Soccer Challenge,Players,1990,2
558,http://cpcgamereviews.com/e/index4.html#european_superleague,European Superleague,CDS,1991,7
559,http://cpcgamereviews.com/e/index4.html#everyones_a_wally,Everyone's a Wally,Mikro-Gen,1985,7
560,http://cpcgamereviews.com/e/index4.html#every_second_counts,Every Second Counts,TV Games,1988,5
561,http://cpcgamereviews.com/e/index4.html#evil_donjon,Evil Donjon,Genesis Software,1989,6
562,http://cpcgamereviews.com/e/index5.html#exit,EXIT,Ubi Soft,1988,6
563,http://cpcgamereviews.com/e/index5.html#exolon,Exolon,Hewson,1987,8
564,http://cpcgamereviews.com/e/index5.html#the_experience,The Experience,Players,1986,4
565,http://cpcgamereviews.com/e/index5.html#exploding_wall,Exploding Wall,Byte Back,1989,6
566,http://cpcgamereviews.com/e/index5.html#explorer,Explorer,Electric Dreams,1987,3
567,http://cpcgamereviews.com/e/index5.html#express_raider,Express Raider,US Gold,1987,6
568,http://cpcgamereviews.com/e/index5.html#exterminator,Exterminator,Audiogenic Software,1991,9
569,http://cpcgamereviews.com/e/index5.html#extreme,Extreme,Digital Integration,1991,8
570,http://cpcgamereviews.com/e/index5.html#eye,Eye,Endurance Games,1988,3
571,http://cpcgamereviews.com/e/index5.html#eye_spy,Eye Spy,Americana,1986,5
572,http://cpcgamereviews.com/f/index.html#fairlight,Fairlight,The Edge,1986,8
573,http://cpcgamereviews.com/f/index.html#the_famous_five,The Famous Five,Enigma Variations,1991,8
574,http://cpcgamereviews.com/f/index.html#fantasia_diamond,Fantasia Diamond,Hewson,1984,7
575,http://cpcgamereviews.com/f/index.html#fantastic_voyage,Fantastic Voyage,Amsoft,1984,7
576,http://cpcgamereviews.com/f/index.html#fantasy_world_dizzy,Fantasy World Dizzy,Code Masters,1989,8
577,http://cpcgamereviews.com/f/index.html#fast_food,Fast Food,Code Masters,1989,8
578,http://cpcgamereviews.com/f/index.html#the_fear,The Fear,Mastertronic,1987,6
579,http://cpcgamereviews.com/f/index.html#fernandez_must_die,Fernandez Must Die,Image Works,1988,5
580,http://cpcgamereviews.com/f/index.html#feud,Feud,Bulldog,1987,8
581,http://cpcgamereviews.com/f/index.html#fiendish_freddys_big_top_o_fun,Fiendish Freddy's Big Top o' Fun,Mindscape,1990,9
582,http://cpcgamereviews.com/f/index2.html#the_5th_axis,The Fifth Axis,Activision/Loriciels,1985,6
583,http://cpcgamereviews.com/f/index2.html#the_5th_quadrant,The Fifth Quadrant,Bubble Bus,1987,3
584,http://cpcgamereviews.com/f/index2.html#fighter_bomber,Fighter Bomber,Activision,1990,8
585,http://cpcgamereviews.com/f/index2.html#fighting_soccer,Fighting Soccer,Activision,1989,7
586,http://cpcgamereviews.com/f/index2.html#fighting_warrior,Fighting Warrior,Melbourne House,1985,5
587,http://cpcgamereviews.com/f/index2.html#final_fight,Final Fight,US Gold,1991,4
588,http://cpcgamereviews.com/f/index2.html#the_final_matrix,The Final Matrix,Gremlin Graphics,1987,4
589,http://cpcgamereviews.com/f/index2.html#finders_keepers,Finders Keepers,Mastertronic,1986,6
590,http://cpcgamereviews.com/f/index2.html#fips_tale,Fips' Tale,Norman,2020,7
591,http://cpcgamereviews.com/f/index2.html#fire,Fire!,New Deal Productions,1990,7
592,http://cpcgamereviews.com/f/index3.html#fire_and_forget,Fire and Forget,Titus,1988,5
593,http://cpcgamereviews.com/f/index3.html#fire_and_forget_2,Fire and Forget II,Titus,1990,5
594,http://cpcgamereviews.com/f/index3.html#fire_ant,Fire Ant,Mogul,1984,7
595,http://cpcgamereviews.com/f/index3.html#firelord,Firelord,Hewson,1986,7
596,http://cpcgamereviews.com/f/index3.html#fireman_sam,Fireman Sam,Alternative Software,1992,5
597,http://cpcgamereviews.com/f/index3.html#firetrap,Firetrap,Electric Dreams,1988,5
598,http://cpcgamereviews.com/f/index3.html#fire_tyre,Fire Tyre,CNGSoft,2020,9
599,http://cpcgamereviews.com/f/index3.html#1st_division_manager,1st Division Manager,Code Masters,1992,4
600,http://cpcgamereviews.com/f/index3.html#first_past_the_post,First Past the Post,Cult,1991,5
601,http://cpcgamereviews.com/f/index3.html#5-a-side_footy,Five-a-Side Footy,Silverbird,1988,4
602,http://cpcgamereviews.com/f/index4.html#5-a-side_soccer,Five a Side Soccer,Mastertronic,1986,1
603,http://cpcgamereviews.com/f/index4.html#flash,Flash,Loriciels,1987,4
604,http://cpcgamereviews.com/f/index4.html#flash_gordon,Flash Gordon,Mastertronic,1988,7
605,http://cpcgamereviews.com/f/index4.html#flimbos_quest,Flimbo's Quest,System 3,1990,6
606,http://cpcgamereviews.com/f/index4.html#flippit,Flippit,Splash,1988,6
607,http://cpcgamereviews.com/f/index4.html#fluff,Fluff,Radical Software,1994,8
608,http://cpcgamereviews.com/f/index4.html#flunky,Flunky,Piranha,1987,6
609,http://cpcgamereviews.com/f/index4.html#flying_shark,Flying Shark,Firebird,1988,6
610,http://cpcgamereviews.com/f/index4.html#flyspy,Flyspy,Mastertronic,1986,9
611,http://cpcgamereviews.com/f/index4.html#f1_tornado_simulator,F1 Tornado Simulator,Zeppelin Games,1991,7
612,http://cpcgamereviews.com/f/index5.html#football_champions,Football Champions,Cult,1990,5
613,http://cpcgamereviews.com/f/index5.html#the_footballer,The Footballer,Cult,1990,3
614,http://cpcgamereviews.com/f/index5.html#footballer_of_the_year,Footballer of the Year,Gremlin Graphics,1986,6
615,http://cpcgamereviews.com/f/index5.html#footballer_of_the_year_2,Footballer of the Year 2,Gremlin Graphics,1989,4
616,http://cpcgamereviews.com/f/index5.html#football_frenzy,Football Frenzy,Alternative Software,1987,4
617,http://cpcgamereviews.com/f/index5.html#football_manager,Football Manager,Addictive,1984,5
618,http://cpcgamereviews.com/f/index5.html#football_manager_2,Football Manager 2,Addictive,1988,8
619,http://cpcgamereviews.com/f/index5.html#football_manager_3,Football Manager 3,Addictive,1992,3
620,http://cpcgamereviews.com/f/index5.html#football_manager_world_cup_edition,Football Manager World Cup Edition,Addictive,1990,4
621,http://cpcgamereviews.com/f/index5.html#forbidden_planet,Forbidden Planet,Design Design,1986,1
622,http://cpcgamereviews.com/f/index6.html#the_forest_at_worlds_end,The Forest at World's End,Interceptor Software,1985,7
623,http://cpcgamereviews.com/f/index6.html#forestland,Forestland,Supersoft,1986,6
624,http://cpcgamereviews.com/f/index6.html#for_gold_or_glory,For Gold or Glory,Alternative Software,1988,5
625,http://cpcgamereviews.com/f/index6.html#forgotten_worlds,Forgotten Worlds,US Gold,1989,8
626,http://cpcgamereviews.com/f/index6.html#formula_one,Formula One,CRL,1985,8
627,http://cpcgamereviews.com/f/index6.html#formula_1_simulator,Formula 1 Simulator,Mastertronic,1985,4
628,http://cpcgamereviews.com/f/index6.html#forteresse,Forteresse,Loriciels,1987,8
629,http://cpcgamereviews.com/f/index6.html#4x4_off-road_racing,4&times;4 Off-Road Racing,Epyx,1988,6
630,http://cpcgamereviews.com/f/index6.html#4_soccer_simulators,4 Soccer Simulators,Code Masters,1989,6
631,http://cpcgamereviews.com/f/index6.html#the_4th_protocol,The Fourth Protocol,Century Communications,1986,6
632,http://cpcgamereviews.com/f/index7.html#4_to_4_back_to_the_future,4 to 4 Back to the Future,Kukulcan/Tom et Jerry,2015,7
633,http://cpcgamereviews.com/f/index7.html#frank_brunos_boxing,Frank Bruno's Boxing,Elite,1985,5
634,http://cpcgamereviews.com/f/index7.html#frankie_goes_to_hollywood,Frankie Goes to Hollywood,Ocean,1986,7
635,http://cpcgamereviews.com/f/index7.html#frank_n_stein,Frank 'n' Stein,Amsoft,1985,6
636,http://cpcgamereviews.com/f/index7.html#freddy_hardest,Freddy Hardest,Dinamic,1987,8
637,http://cpcgamereviews.com/f/index7.html#freedom_fighter,Freedom Fighter,The Power House,1987,4
638,http://cpcgamereviews.com/f/index7.html#fres_fighter_2_turbo,Fres Fighter II Turbo,Bollaware,1999,10
639,http://cpcgamereviews.com/f/index7.html#friday_the_13th,Friday the 13th,Domark,1986,5
640,http://cpcgamereviews.com/f/index7.html#frogalot,Frogalot,CNGSoft,2015,10
641,http://cpcgamereviews.com/f/index7.html#frogger,Frogger,The Executioner,2007,7
642,http://cpcgamereviews.com/f/index8.html#froggy,Froggy,R&B Software Marketing,1985,6
643,http://cpcgamereviews.com/f/index8.html#frontline,Frontline,Zeppelin Games,1988,7
644,http://cpcgamereviews.com/f/index8.html#frost_byte,Frost Byte,Mikro-Gen,1986,8
645,http://cpcgamereviews.com/f/index8.html#fruit_machine,Fruit Machine,Amsoft,1984,3
646,http://cpcgamereviews.com/f/index8.html#fruit_machine_simulator,Fruit Machine Simulator,Code Masters,1988,7
647,http://cpcgamereviews.com/f/index8.html#fruit_machine_simulator_2,Fruit Machine Simulator 2,Code Masters,1990,6
648,http://cpcgamereviews.com/f/index8.html#fruity_frank,Fruity Frank,Kuma,1984,8
649,http://cpcgamereviews.com/f/index8.html#f-16_combat_pilot,F-16 Combat Pilot,Digital Integration,1991,8
650,http://cpcgamereviews.com/f/index8.html#f-16_fighting_falcon,F-16 Fighting Falcon,Mastertronic,1989,5
651,http://cpcgamereviews.com/f/index8.html#fugitif,Fugitif,Lankhor,1991,8
652,http://cpcgamereviews.com/f/index9.html#fu-kung_in_las_vegas,Fu-Kung in Las Vegas,Amsoft/Romik,1984,2
653,http://cpcgamereviews.com/f/index9.html#the_fury,The Fury,Martech,1988,2
654,http://cpcgamereviews.com/f/index9.html#future_bike_simulator,Future Bike Simulator,Hi-Tec Software,1990,6
655,http://cpcgamereviews.com/f/index9.html#future_knight,Future Knight,Gremlin Graphics,1986,9
656,http://cpcgamereviews.com/f/index9.html#future_shock,Future Shock,Tynesoft,1987,1
657,http://cpcgamereviews.com/g/index.html#gabrielle,Gabrielle,Ubi Soft,1987,7
658,http://cpcgamereviews.com/g/index.html#galachip,Galachip,Chip,1985,6
659,http://cpcgamereviews.com/g/index.html#galactic_conqueror,Galactic Conqueror,Titus,1988,4
660,http://cpcgamereviews.com/g/index.html#galactic_games,Galactic Games,Activision,1987,8
661,http://cpcgamereviews.com/g/index.html#the_galactic_plague,The Galactic Plague,Amsoft,1984,0
662,http://cpcgamereviews.com/g/index.html#galactic_tomb,Galactic Tomb,ESP Soft,2018,9
663,http://cpcgamereviews.com/g/index.html#galaxia,Galaxia,Kuma,1984,5
664,http://cpcgamereviews.com/g/index.html#galaxy_force,Galaxy Force,Activision,1989,8
665,http://cpcgamereviews.com/g/index.html#galivan,Galivan,Imagine,1986,3
666,http://cpcgamereviews.com/g/index.html#gallitron,Gallitron,Bulldog,1987,6
667,http://cpcgamereviews.com/g/index2.html#the_game_of_dragons,The Game of Dragons,Amsoft,1985,4
668,http://cpcgamereviews.com/g/index2.html#game_over,Game Over,Dinamic/Imagine,1986,8
669,http://cpcgamereviews.com/g/index2.html#game_over_2,Game Over II,Dinamic,1988,9
670,http://cpcgamereviews.com/g/index2.html#the_games_summer_edition,The Games: Summer Edition,Epyx,1989,7
671,http://cpcgamereviews.com/g/index2.html#garfield_big_fat_hairy_deal,"Garfield: Big, Fat, Hairy Deal",The Edge,1988,5
672,http://cpcgamereviews.com/g/index2.html#garfield_winters_tail,Garfield: Winter's Tail,The Edge,1990,4
673,http://cpcgamereviews.com/g/index2.html#gary_linekers_hot-shot,Gary Lineker's Hot-Shot!,Gremlin Graphics,1988,6
674,http://cpcgamereviews.com/g/index2.html#gary_linekers_super_skills,Gary Lineker's Super Skills,Gremlin Graphics,1988,5
675,http://cpcgamereviews.com/g/index2.html#gatecrasher,Gatecrasher,Amsoft,1985,7
676,http://cpcgamereviews.com/g/index2.html#gates_to_hell,Gates to Hell,CEZ Games Studio,2006,6
677,http://cpcgamereviews.com/g/index3.html#gauntlet_micro_power,Gauntlet,Micro Power,1985,5
678,http://cpcgamereviews.com/g/index3.html#gauntlet_us_gold,Gauntlet,US Gold,1986,9
679,http://cpcgamereviews.com/g/index3.html#gauntlet_2,Gauntlet II,US Gold,1988,9
680,http://cpcgamereviews.com/g/index3.html#gauntlet_3,Gauntlet III,US Gold,1991,8
681,http://cpcgamereviews.com/g/index3.html#gazzas_super_soccer,Gazza's Super Soccer,Empire,1989,3
682,http://cpcgamereviews.com/g/index3.html#gazza_2,Gazza II,Empire,1990,8
683,http://cpcgamereviews.com/g/index3.html#gb_tetris_emulator,GB Tetris Emulator,40Crisis,2020,9
684,http://cpcgamereviews.com/g/index3.html#gee_bee_air_rally,Gee Bee Air Rally,Activision,1987,5
685,http://cpcgamereviews.com/g/index3.html#gemini_wing,Gemini Wing,Virgin Games,1989,6
686,http://cpcgamereviews.com/g/index3.html#gems_of_stradus,Gems of Stradus,Amsoft/Kuma,1984,4
687,http://cpcgamereviews.com/g/index4.html#geoff_capes_strongman,Geoff Capes Strongman,Martech,1985,7
688,http://cpcgamereviews.com/g/index4.html#la_geste_dartillac,La Geste d'Artillac,Infogrames,1986,6
689,http://cpcgamereviews.com/g/index4.html#get_dexter,Get Dexter,ERE Informatique/PSS,1986,10
690,http://cpcgamereviews.com/g/index4.html#ghostbusters,Ghostbusters,Activision,1985,3
691,http://cpcgamereviews.com/g/index4.html#ghostbusters_2,Ghostbusters II,Activision,1989,9
692,http://cpcgamereviews.com/g/index4.html#ghost_hunters,Ghost Hunters,Code Masters,1987,7
693,http://cpcgamereviews.com/g/index4.html#ghostsn_goblins_elite,Ghosts'n Goblins,Elite,1986,5
694,http://cpcgamereviews.com/g/index4.html#ghostsn_goblins_xifos,Ghosts'n Goblins,Xifos,2018,9
695,http://cpcgamereviews.com/g/index4.html#ghouls,Ghouls,Micro Power,1985,0
696,http://cpcgamereviews.com/g/index4.html#ghouls_n_ghosts,Ghouls 'n' Ghosts,US Gold,1989,6
697,http://cpcgamereviews.com/g/index5.html#gi_hero,GI Hero,Firebird,1988,5
698,http://cpcgamereviews.com/g/index5.html#gilbert_escape_from_drill,Gilbert: Escape from Drill,Again Again,1989,4
699,http://cpcgamereviews.com/g/index5.html#gilligans_gold,Gilligan's Gold,Ocean,1984,6
700,http://cpcgamereviews.com/g/index5.html#gladiator,Gladiator,Domark,1986,1
701,http://cpcgamereviews.com/g/index5.html#glass,Glass,Quicksilva,1986,2
702,http://cpcgamereviews.com/g/index5.html#glen_hoddle_soccer,Glen Hoddle Soccer,Amsoft,1985,1
703,http://cpcgamereviews.com/g/index5.html#glider_rider,Glider Rider,Quicksilva,1986,4
704,http://cpcgamereviews.com/g/index5.html#gliece_security,Gliece Security,Futur Ant&eacute;rieur,2014,8
705,http://cpcgamereviews.com/g/index5.html#g-loc,G-LOC,US Gold,1991,7
706,http://cpcgamereviews.com/g/index5.html#gnome_ranger,Gnome Ranger,Level 9,1987,8
707,http://cpcgamereviews.com/g/index6.html#goatfish,Goatfish,Ervin Pajor,2020,6
708,http://cpcgamereviews.com/g/index6.html#goblin_towers,Goblin Towers,Supersoft,1986,5
709,http://cpcgamereviews.com/g/index6.html#gogly,Gogly,ACE,1986,5
710,http://cpcgamereviews.com/g/index6.html#golden_axe,Golden Axe,Virgin Games,1990,9
711,http://cpcgamereviews.com/g/index6.html#golden_basket,Golden Basket,Opera Soft,1990,7
712,http://cpcgamereviews.com/g/index6.html#golden_path,Golden Path,Amsoft,1986,2
713,http://cpcgamereviews.com/g/index6.html#golden_tail,Golden Tail,Juan Jos&eacute; Mart&iacute;nez,2016,8
714,http://cpcgamereviews.com/g/index6.html#gold_run,Gold Run,Macsen,1986,2
715,http://cpcgamereviews.com/g/index6.html#goliath,Goliath,Rainbow Productions,1986,5
716,http://cpcgamereviews.com/g/index6.html#gonzzalezz,Gonzz&aacute;lezz,Opera Soft,1989,7
717,http://cpcgamereviews.com/g/index7.html#goody,Goody,Opera Soft,1987,7
718,http://cpcgamereviews.com/g/index7.html#the_goonies,The Goonies,US Gold,1986,7
719,http://cpcgamereviews.com/g/index7.html#gorbaf_el_vikingo,Gorbaf el Vikingo,Magic Team,1986,6
720,http://cpcgamereviews.com/g/index7.html#gothik,Gothik,Firebird,1988,9
721,http://cpcgamereviews.com/g/index7.html#gp_formula_1_simulator,GP Formula 1 Simulator,Zigurat,1991,3
722,http://cpcgamereviews.com/g/index7.html#graham_goochs_test_cricket,Graham Gooch's Test Cricket,Audiogenic Software,1986,7
723,http://cpcgamereviews.com/g/index7.html#grand_prix,Grand Prix,D&H Games,1989,2
724,http://cpcgamereviews.com/g/index7.html#grand_prix_circuit,Grand Prix Circuit,Accolade,1990,7
725,http://cpcgamereviews.com/g/index7.html#grand_prix_driver,Grand Prix Driver,Amsoft/Britannia Software,1984,0
726,http://cpcgamereviews.com/g/index7.html#grand_prix_500cc,Grand Prix 500cc,Micro&iuml;ds,1986,6
727,http://cpcgamereviews.com/g/index8.html#grand_prix_500_2,Grand Prix 500 2,Micro&iuml;ds,1991,8
728,http://cpcgamereviews.com/g/index8.html#grand_prix_simulator,Grand Prix Simulator,Code Masters,1987,4
729,http://cpcgamereviews.com/g/index8.html#grand_prix_simulator_2,Grand Prix Simulator 2,Code Masters,1989,7
730,http://cpcgamereviews.com/g/index8.html#grange_hill,Grange Hill,Argus Press Software,1987,6
731,http://cpcgamereviews.com/g/index8.html#the_great_escape,The Great Escape,Ocean,1986,6
732,http://cpcgamereviews.com/g/index8.html#the_great_giana_sisters,The Great Giana Sisters,Rainbow Arts,1988,8
733,http://cpcgamereviews.com/g/index8.html#great_gurianos,Great Gurianos,Hit Pak,1987,4
734,http://cpcgamereviews.com/g/index8.html#grebit,Grebit,Alternative Software,Unknown,6
735,http://cpcgamereviews.com/g/index8.html#green_beret,Green Beret,Imagine,1986,7
736,http://cpcgamereviews.com/g/index8.html#gregory_loses_his_clock,Gregory Loses His Clock,Mastertronic,1989,6
737,http://cpcgamereviews.com/g/index9.html#grell_and_falla,Grell and Falla,Code Masters,1992,5
738,http://cpcgamereviews.com/g/index9.html#gremlins,Gremlins,Adventure International,1985,7
739,http://cpcgamereviews.com/g/index9.html#gremlins_2_the_new_batch,Gremlins 2: The New Batch,Elite/Topo Soft,1990,9
740,http://cpcgamereviews.com/g/index9.html#greyfell,Greyfell,Starlight Software,1987,2
741,http://cpcgamereviews.com/g/index9.html#grid_iron_2,Grid Iron II,Alternative Software,1989,1
742,http://cpcgamereviews.com/g/index9.html#grid_trap,Grid Trap,LiveWire Software,1985,7
743,http://cpcgamereviews.com/g/index9.html#groops,Groops!,Binary Sciences,2007,10
744,http://cpcgamereviews.com/g/index9.html#the_growing_pains_of_adrian_mole,The Growing Pains of Adrian Mole,Virgin Games/Level 9,1986,5
745,http://cpcgamereviews.com/g/index9.html#gryzor,Gryzor,Ocean,1987,10
746,http://cpcgamereviews.com/g/index9.html#guardian_angel,Guardian Angel,Code Masters,1990,2
747,http://cpcgamereviews.com/g/index10.html#guardians,Guardians,Loriciel,1991,6
748,http://cpcgamereviews.com/g/index10.html#guardian_2_revenge_of_the_mutants,Guardian II: Revenge of the Mutants,Hi-Tec Software,1990,7
749,http://cpcgamereviews.com/g/index10.html#la_guerra_de_gamber,La Guerra de Gamber,ESP Soft,2014,8
750,http://cpcgamereviews.com/g/index10.html#guerrilla_war,Guerrilla War,Imagine,1988,7
751,http://cpcgamereviews.com/g/index10.html#the_guild_of_thieves,The Guild of Thieves,Rainbird,1987,10
752,http://cpcgamereviews.com/g/index10.html#guillermo_tell,Guillermo Tell,Opera Soft,1989,6
753,http://cpcgamereviews.com/g/index10.html#gunboat_piranha,Gunboat,Piranha,1987,2
754,http://cpcgamereviews.com/g/index10.html#gun_dogs,Gun Dogs,Hill MacGibbon,1985,5
755,http://cpcgamereviews.com/g/index10.html#gunfighter,Gunfighter,Atlantis,1990,6
756,http://cpcgamereviews.com/g/index10.html#gunfright,Gunfright,Ultimate Play the Game,1986,8
757,http://cpcgamereviews.com/g/index11.html#gunship,Gunship,MicroProse,1988,8
758,http://cpcgamereviews.com/g/index11.html#gunsmoke,Gunsmoke,Topo Soft/US Gold,1987,5
759,http://cpcgamereviews.com/g/index11.html#gunstar,Gunstar,Firebird,1987,4
760,http://cpcgamereviews.com/g/index11.html#gutter,Gutter,ERE Informatique,1985,5
761,http://cpcgamereviews.com/g/index11.html#guzzler,Guzzler,Players,1986,6
762,http://cpcgamereviews.com/g/index11.html#gyroscope,Gyroscope,Melbourne House,1986,6
763,http://cpcgamereviews.com/h/index.html#hacker,Hacker,Activision,1985,7
764,http://cpcgamereviews.com/h/index.html#hacker_2,Hacker II,Activision,1986,6
765,http://cpcgamereviews.com/h/index.html#hair_boy,Hair Boy,Carlos Sevila,2016,7
766,http://cpcgamereviews.com/h/index.html#halls_of_gold,Halls of Gold,Ariolasoft/Rainbow Arts,1986,2
767,http://cpcgamereviews.com/h/index.html#halls_of_the_things,Halls of the Things,Design Design,1985,3
768,http://cpcgamereviews.com/h/index.html#hammer_boy,Hammer Boy,Dinamic,1991,8
769,http://cpcgamereviews.com/h/index.html#hammerfist,Hammerfist,Vivid Image Developments,1990,7
770,http://cpcgamereviews.com/h/index.html#hammerhead,Hammerhead,Zigurat,1992,6
771,http://cpcgamereviews.com/h/index.html#hamsters_en_folie,Hamsters en Folie,Generation 5,1989,7
772,http://cpcgamereviews.com/h/index.html#handicap_golf,Handicap Golf,CRL,1985,4
773,http://cpcgamereviews.com/h/index2.html#hardball,Hardball,Amsoft,1986,4
774,http://cpcgamereviews.com/h/index2.html#hard_drivin,Hard Drivin',Domark,1989,5
775,http://cpcgamereviews.com/h/index2.html#hard_hat_mack,Hard Hat Mack,Ariolasoft/Electronic Arts,1985,5
776,http://cpcgamereviews.com/h/index2.html#harricana,Harricana,Loriciel,1990,7
777,http://cpcgamereviews.com/h/index2.html#harrier_attack,Harrier Attack,Amsoft,1984,4
778,http://cpcgamereviews.com/h/index2.html#harvey_headbanger,Harvey Headbanger,Firebird,1986,7
779,http://cpcgamereviews.com/h/index2.html#hate,HATE,Gremlin Graphics,1989,7
780,http://cpcgamereviews.com/h/index2.html#haunted_hedges,Haunted Hedges,Amsoft,1984,1
781,http://cpcgamereviews.com/h/index2.html#haunted_house,Haunted House,Incentive,1987,7
782,http://cpcgamereviews.com/h/index2.html#havoc,Havoc,Players,1990,5
783,http://cpcgamereviews.com/h/index3.html#hawk_storm,Hawk Storm,Players,1990,6
784,http://cpcgamereviews.com/h/index3.html#head_over_heels,Head Over Heels,Ocean,1987,9
785,http://cpcgamereviews.com/h/index3.html#heartland,Heartland,Odin Computer Graphics,1986,8
786,http://cpcgamereviews.com/h/index3.html#heavy_on_the_magick,Heavy on the Magick,Gargoyle Games,1986,8
787,http://cpcgamereviews.com/h/index3.html#helichopper,Helichopper,Firebird,1986,3
788,http://cpcgamereviews.com/h/index3.html#help_inc,Help Inc.,WoW Software,1993,5
789,http://cpcgamereviews.com/h/index3.html#heliot,Heliot,Sprites,1985,4
790,http://cpcgamereviews.com/h/index3.html#helter_skelter,Helter Skelter,Audiogenic Software,1991,3
791,http://cpcgamereviews.com/h/index3.html#hercules_slayer_of_the_damned,Hercules: Slayer of the Damned,Gremlin Graphics,1988,3
792,http://cpcgamereviews.com/h/index3.html#herobotix,Herobotix,Hewson,1990,7
793,http://cpcgamereviews.com/h/index4.html#heroes_of_karn,Heroes of Karn,Interceptor Software,1984,7
794,http://cpcgamereviews.com/h/index4.html#heroes_of_the_lance,Heroes of the Lance,US Gold,1988,6
795,http://cpcgamereviews.com/h/index4.html#heroes_rescue,Heroes Rescue,Defecto Digital,2016,6
796,http://cpcgamereviews.com/h/index4.html#hero_of_the_golden_talisman,Hero of the Golden Talisman,Mastertronic,1986,5
797,http://cpcgamereviews.com/h/index4.html#hero_quest,Hero Quest,Gremlin Graphics,1991,9
798,http://cpcgamereviews.com/h/index4.html#hibernated_1_this_place_is_death,Hibernated 1: This Place Is Death,Pond,2018,8
799,http://cpcgamereviews.com/h/index4.html#hideous,Hideous,Alternative Software,1992,7
800,http://cpcgamereviews.com/h/index4.html#highlander,Highlander,Ocean,1986,4
801,http://cpcgamereviews.com/h/index4.html#high_steel,High Steel,Screen 7,1989,7
802,http://cpcgamereviews.com/h/index4.html#highway_encounter,Highway Encounter,Vortex Software,1985,8
803,http://cpcgamereviews.com/h/index5.html#highway_patrol,Highway Patrol,Micro&iuml;ds,1989,1
804,http://cpcgamereviews.com/h/index5.html#hi-q-quiz,Hi-Q-Quiz,Blue Ribbon,1989,5
805,http://cpcgamereviews.com/h/index5.html#hire_hare,Hire Hare,CNGSoft,2016,9
806,http://cpcgamereviews.com/h/index5.html#hi_rise,Hi Rise,Bubble Bus,1986,5
807,http://cpcgamereviews.com/h/index5.html#the_hitchhikers_guide_to_the_galaxy,The Hitchhiker's Guide to the Galaxy,Infocom,1986,9
808,http://cpcgamereviews.com/h/index5.html#the_hit_squad,The Hit Squad,Code Masters,1989,7
809,http://cpcgamereviews.com/h/index5.html#hive,Hive,Firebird,1987,7
810,http://cpcgamereviews.com/h/index5.html#hkm,HKM,US Gold,1989,4
811,http://cpcgamereviews.com/h/index5.html#hobgoblin,Hobgoblin,Atlantis,1991,4
